,Unnamed: 0,user_id,user_name,location,created_at,description,followers_count,friends_count,listed_count,favourites_count,statuses_count,geo_enabled,time_zone,resp_time
284,284,185756522,Sp00nerism,Utah,Wed Sep 01 19:26:43 +0000 2010,"https://t.co/0RMqQnDVrG
https://t.co/4wjOFHX5Sq
Sp00nerism.business@gmail.com @Alisaurer Is my girl thing.",344729,442,553,4232,48609,False,,NA
285,285,16728206,zestuart,"Bay Area, CA",Mon Oct 13 21:39:11 +0000 2008,very good at *,140,403,11,1095,8410,True,,218.0
286,286,346048043,jblairreid,Scotland,Sun Jul 31 16:50:45 +0000 2011,I make things 🎸,313,1534,1,9654,599,False,,NA
287,287,799887478920544256,__j0sh1__,,Sat Nov 19 08:10:10 +0000 2016,"Joshi  \(^_^)/

GO AGANE BOIS",36,506,2,15981,664,False,,NA
288,288,1263285614,KushDreamZombie,United States,Wed Mar 13 01:21:50 +0000 2013,just doing stuff,99,331,2,2781,1808,True,,747.0
289,289,3146717286,_brandtm,Ɇ₴₲Ӿ₵Ⱨ,Fri Apr 10 01:39:14 +0000 2015,Guitarist located in Dallas/ Fort Worth. #TCU #vegasborn ✝️,390,463,0,1174,2410,False,,NA
290,290,40053380,bashinskulls17,"Seattle WA, ✈️ Houston,TX!!",Thu May 14 18:26:32 +0000 2009,{ Twitch Affiliate } For Business Inquiries: bashintwitch@gmail.com,842,2643,11,18004,49985,True,,NA
291,291,543667559,puckmehard93,"University of Nevada, Reno",Mon Apr 02 19:25:29 +0000 2012,i just wanted to be one of the strokes,531,376,14,47709,56803,True,,NA
292,292,85785822,Patentif,earth,Wed Oct 28 10:15:38 +0000 2009,"Perdu! C'est aussi moi qui t'ai vu le deuxième.

Gamer : protection warrior & gm The Fallen - wow in 2018. .🤘 Front-end dev",223,895,31,3231,11049,False,,NA
293,293,32519908,mrpigs,What's left of America,Fri Apr 17 18:51:11 +0000 2009,"Cat lover, Trump hater. I miss Obama.",533,485,3,16564,15497,False,,391.0
294,294,150050605,Oceanstormprint,"Edmonton, AB",Sun May 30 23:31:09 +0000 2010,"Will share jokes, Simpsons references, and sports. My tweets are entirely my employers. hate the jays, leafs, raptors and flames. DC for life! #hashbrowns",81,216,2,10397,4050,True,,282.0
295,295,48058561,playboibayboi,Death Star,Wed Jun 17 18:23:28 +0000 2009,"eatin' good, smokin' great, working hard & gaming",900,1317,12,33682,83083,True,,NA
296,296,56511571,Austin_AsLions,"Here, today. There, tomorrow. ",Mon Jul 13 22:15:45 +0000 2009,"27. London. As Lions. https://t.co/F7jIyGHIiQ . Talk to me, you are the reason we do this! #AsLions",8187,1330,58,1057,7159,True,,NA
297,297,342755072,GabanMOT,A las afueras de la lejanía,Tue Jul 26 14:46:29 +0000 2011,Hago ruiditos para Mirror Of Truth. A ratos.,432,564,0,8908,14073,True,,NA
298,298,278126658,ESLLaw,"Getafe, España",Wed Apr 06 17:20:07 +0000 2011,CSGO staff @ESLSpain & Clan INSOMNIA owner | Productor musical | ☆CFG☆ | @candadondondon lawcontacto@gmail.com,840,887,27,10229,92709,True,,NA
299,299,3092863649,robygates95,"Vercelli, Piemonte",Tue Mar 17 17:11:40 +0000 2015,JUVENTUS PER SEMPRE NEL♥️ JUVENTINI SI NASCE NON SI DIVENTA 100% JUVENTINO VINCERE È L'UNICA COSA CHE CONTA GOBBO FINO ALLA MORTE⚫⚪ TUTTO IL RESTO È NOIA CR7😎,1567,2038,3,73301,60011,False,,NA
300,300,2581914488,ScenesFromLuis,"Aveiro, Portugal",Sun Jun 22 09:16:13 +0000 2014,20y | Metal | Petruccianismo | Devinismo | @_Sh0gun2_ caso esta volte a ir com o caralho,308,206,7,29509,54420,False,,NA
301,301,961787987620134912,observantone13,,Fri Feb 09 02:25:00 +0000 2018,"Just focusing on digital assets. 
DYOR.
Opinions are my own.
Let's network!

*Puckers will be blocked*

$XRP
$DGB
$RDD
$SC
$TRX
$XVG",487,759,0,3054,5830,False,,NA
302,302,239465333,SilenceEngaged,The Death Star,Mon Jan 17 17:53:38 +0000 2011,Batman Aficionado. Fish guy. Information Security consultant. Patriots Fan. Red Sox Fan. Bruins Fan. Celtics Fan.,149,850,30,3105,5492,False,,NA
303,303,430541362,JakeOwensPhoto,"London, England",Wed Dec 07 08:56:27 +0000 2011,"Mediocre Photographer // Height Enthusiast. Once, I broke Will Young’s Brit Award.",527,205,7,3083,10895,True,,NA
304,304,381244615,mike21756,,Wed Sep 28 00:25:21 +0000 2011,,1999,4989,70,259714,326371,True,,NA
305,305,1035873910074617856,LaurenTimmons17,,Sat Sep 01 12:56:00 +0000 2018,"About me
https://t.co/MKeM5k4ubC",24,49,0,1522,1459,False,,NA
306,306,115687832,Fuentes2484,"Shaker Heights, OH",Fri Feb 19 15:17:02 +0000 2010,Treat every day as if it were the Super Bowl. Stay Hungry. OSU Grad. ΦΔΘ. (IG: Fuentes2484),259,303,3,1359,3209,True,,36.0
307,307,134887156,FedEx,"Memphis, TN",Mon Apr 19 18:50:24 +0000 2010,Connecting people and possibilities around the world. Looking for help? Tweet @FedExHelp.,270350,18819,1431,15300,17622,True,,NA
308,308,539267883,brittweedon,"Fredrock, md",Wed Mar 28 16:31:39 +0000 2012,,173,177,5,3059,1449,True,,1602.0
309,309,2635837695,D_r_ghJ_nd_rs_n,"London, UK",Mon Jun 23 22:48:36 +0000 2014,UI:UX/Interactive Graphic Design/Songwriter/Noise Maker/Lefty/Science Enthusiast/Space Menace/,61,165,5,265,450,False,,129.0
310,310,1044262993595453441,DFontaineYAH,"Connecticut, USA",Mon Sep 24 16:31:13 +0000 2018,Researcher and Advocate for Youth Homelessness in the state of Connecticut. Transgender and proud.,2,11,0,0,4,False,,614.0
311,311,788120860242489344,High_Quality_Co,"Nebraska, USA",Mon Oct 17 20:53:50 +0000 2016,"HQ is a company focused on changing the negative stigma that has been associated with cannabis for far too long #UNITY
📍Omaha, NE
🛒 https://t.co/Hf5jsblH4o",141,269,6,562,214,False,,583.0
312,312,44479749,sdavis510,"Peoria, AZ",Wed Jun 03 22:46:27 +0000 2009,Strategic Marketing Manager at iMiller Public Relations,54,172,2,22,36,False,,NA
313,313,3139268227,aiden_lund,,Sat Apr 04 16:52:57 +0000 2015,2003 Dodge Durango fan!,253,367,0,8584,3888,True,,153.0
314,314,704698783678922752,farmer_kaleigh,"Pasadena, CA",Tue Mar 01 16:04:17 +0000 2016,"Event Marketing Manager, iMPR",215,282,142,520,3413,False,,NA
315,315,938549854824833024,BlacksmithTek,,Wed Dec 06 23:24:57 +0000 2017,UNBOXINGS | REVIEWS | HOW TO'S | And some fun of course!!! Hope everyone enjoys the content!!!!😆,33,106,0,45,35,False,,1350.0
316,316,25208385,paul_kettelle,"Providence, RI",Thu Mar 19 01:37:23 +0000 2009,CoFounder | Entrepreneurial Advisor | Coffee Addict | Professional Napper,671,485,120,2696,16073,False,,NA
317,317,870900726234525696,Joseph_Jays,,Sat Jun 03 07:11:28 +0000 2017,A beast,13,129,0,225,448,True,,NA
318,318,4099659113,petiteaitza,Southern Part of Heaven,Mon Nov 02 20:24:16 +0000 2015,"Native Floridian with a love for photos, gifs, personal finance, #UX & pop culture. | @UNC | INFJ | #quirksquad| #booktuber | aitza@petitelypackaged.com |",1540,1345,63,9402,14131,True,,354.0
319,319,66746315,pneofotistos,15208,Tue Aug 18 17:48:29 +0000 2009,Sometimes you hit a point where you can’t Uber back,139,306,3,4314,4502,True,,1479.0
320,320,973519850160185344,matty_angles,,Tue Mar 13 11:23:14 +0000 2018,"single father, fireman, photographer, record collector, hiker, guitar player, coffee drinker",13,19,0,34,331,False,,137.0
321,321,949037727860908032,el_lanky_fuego,"Queens, NY",Thu Jan 04 22:00:01 +0000 2018,yer not as cool as my dog,44,146,0,1763,907,False,,NA
322,322,2593453778,snake83153466,"Los Angeles, CA",Sat Jun 28 17:50:34 +0000 2014,"gucci shirt on, cover my spleen",368,285,0,8701,7949,False,,258.0
323,323,367374065,p4a9t86,"Philadelphia, PA",Sat Sep 03 21:29:14 +0000 2011,,9,90,0,335,230,False,,1317.0
324,324,325250332,alexis__castro,"Bushwick, Brooklyn",Tue Jun 28 00:17:50 +0000 2011,loudmouth | @jenkemmag,500,310,9,10771,8308,True,,NA
325,325,834570925282557952,idle_sys,"Houston, TX",Thu Feb 23 01:09:49 +0000 2017,,87,563,2,3614,1787,False,,NA
326,326,293303113,Kowalskers,,Thu May 05 03:24:08 +0000 2011,24 | Artist | Buffalo NY                                             #ALPHA #716                                                 #RIPZDN #RIPJRL,820,863,7,9119,26100,True,,344.0
327,327,1018203082277212165,FedExInBikeLane,,Sat Jul 14 18:38:26 +0000 2018,FedEx does nothing to prevent its drivers from using bike lanes as parking spots and loading bays. Tweet us your evidence - one day we'll sue them.,46,6,0,128,315,False,,676.3333333333334
328,328,971999480315756545,VipulVo05265551,,Fri Mar 09 06:41:49 +0000 2018,,3,0,0,1,7,False,,NA
329,329,2751648664,TsunamiiSouls,TURN ON NOTIFCATIONS,Tue Aug 26 11:31:52 +0000 2014,Public Figure. | Moonlight ave 🌪🌙| Featured In BET | Instagram : dre.soul |,15099,13857,3,10311,14830,False,,4016.0
330,330,358294942,NEFphotographer,"York, PA",Fri Aug 19 17:59:06 +0000 2011,| Freelance Photographer specializing in portraiture and automotive photography | Portfolio link above/below.,402,573,16,18952,49406,False,,NA
331,331,936925958044561408,sambrowster23,"Wakefield, England",Sat Dec 02 11:52:10 +0000 2017,"Vaccines do not cause Autism, everyone is equal and people who choose to dominate someone they ‘love’ don’t deserve respect or love.",14,142,0,36,61,False,,NA
332,332,820476314,arianasavocados,,Wed Sep 12 22:46:37 +0000 2012,this house is bitchin’,6054,3195,36,13187,61703,True,,731.0
333,333,767860748,AKhatri25,"Hyderabad, India",Sun Aug 19 16:45:03 +0000 2012,An Individualist,567,300,5,35353,3846,True,,NA
334,334,839598513537302528,Corey_P,"Cockeysville, MD",Wed Mar 08 22:07:39 +0000 2017,"Sportswriter and blogger, father, loving partner avid sports fan, Father of 3 Nationals Fan, Titans fan, and Capitals fan. #OnePursuit #TitanUp #ALLCAPS",41,354,1,352,282,False,,449.5
335,335,804691178289500160,ChrisJa36157560,,Fri Dec 02 14:18:22 +0000 2016,,0,1,0,5,380,False,,666.0
336,336,36508223,Chat_Mort,Taured,Wed Apr 29 22:45:19 +0000 2009,"Writer, artist, not-very-good YouTube content creator. A lot of gaming, anime, and politics. 🌧️🇺🇸🌧️ https://t.co/aMmdVUIwrh",1355,3257,18,53257,35500,False,,NA
337,337,396876364,Saul_Says,"Jackson, MS",Sun Oct 23 22:12:38 +0000 2011,"Law Student. Renaissance Man. Politically Active. Language Learner. 
Fluent- 🇺🇸
Advanced- 🇫🇷
Beginner- ASL👐",257,739,13,30585,48276,True,,340.0
338,338,40211349,dhruvsinghal,,Fri May 15 09:57:19 +0000 2009,,63,158,0,7,248,False,,NA
339,339,288119883,aurifil,Italy,Tue Apr 26 08:35:52 +0000 2011,,8521,2687,86,8349,15998,True,,NA
340,340,392845395,OreoAkh,"Manchester, England",Mon Oct 17 17:10:04 +0000 2011,"Best to inspire people for them to have a better life.
The best is yet to come.",128262,38705,277,21643,4320,True,,NA
341,341,77017829,SamCPizzaMan,London,Thu Sep 24 19:12:28 +0000 2009,"EXCITING & IN YOUR FACE - BBC Introducing. Model (IMM agency) Singer songwriter, horror fan, writer. INSTAGRAM - @iamsamcharris",749,283,15,11512,14284,True,,1294.0
342,342,1148667253,jareddipane,"South Carolina, USA",Mon Feb 04 17:56:39 +0000 2013,Senior Commerce Editor for @ThrifterDaily & @MobileNations | Proud Father | Awesome Husband | Email: jared[at]mobilenations[dot]com,1037,305,43,84,25917,True,,430.0
343,343,67721376,derekakessler,"Cincinnati, Ohio",Fri Aug 21 21:16:20 +0000 2009,"@MobileNations Managing Editor, man of too many words, CSS wizard, Star Trek fan-fic author (https://t.co/EAc63pUV9e),",4644,82,278,0,39454,True,,NA
344,344,1043840178895421440,Judy67859365,,Sun Sep 23 12:31:07 +0000 2018,,0,0,0,1,6,False,,1611.5
345,345,168952819,ISanderson,,Wed Jul 21 04:57:39 +0000 2010,"Irrelevant, Fannibal, Follower, Whovian, fan of H50, SPN, Haven, W13, omg I'm trying to make a list and they all go *poof* out of my head! I like lots of shows.",76,177,8,14342,5777,False,,603.5
346,346,1042854617661538304,PrashantAstha16,,Thu Sep 20 19:14:50 +0000 2018,,3,2,0,2,21,False,,4675.1875
347,347,246325090,tiff_dawg_03,Northeastern Pennsylvania ,Wed Feb 02 15:49:48 +0000 2011,"I'm 31 and Mom to many fur babies 😊 Catch all the kitties over @We_3_Kitties
NASCAR fan 🏁 Go Kyle Busch!!! #RowdyNation",326,477,1,17261,21428,False,,1235.0
348,348,37417046,jmanuszak,,Sun May 03 13:32:15 +0000 2009,,3,1,0,2,31,False,,24414.0
349,349,2362013862,RedErinn,"East Coast,  USA",Wed Feb 26 02:55:39 +0000 2014,"Now I am become Death, Destroyer of Puns",341,711,17,27855,33542,False,,302.5
350,350,287837725,Frankjr1963,"Rochester, New York",Mon Apr 25 19:35:00 +0000 2011,,290,487,0,355,1164,False,,NA
351,351,85867251,MissBushBridal,"Surrey, UK",Wed Oct 28 17:33:14 +0000 2009,"Surrey's leading luxury designer bridal shopping experience, located in a unique converted Victorian chapel 💒💛",6758,425,84,641,23991,True,,NA
352,352,2229101,ronaldlucero,"Milpitas, CA || Makati City",Mon Mar 26 00:52:15 +0000 2007,"Eventrepreneur. Investing my time, skills, knowledge and money in managing events, equipment rental for events, and technology ventures for startups and events.",208,190,11,132,12456,True,,NA
353,353,73713855,Mere_A,,Sat Sep 12 19:20:55 +0000 2009,"Kappa Delta, WKU",188,185,0,2688,2271,False,,NA
354,354,377953105,ScholarshipCntr,Worldwide,Thu Sep 22 11:55:27 +0000 2011,Making College Affordable! Powered by a VERY proud #Tulane Grad & @UofMaryland (& SUPER proud) @hampshirecolg Mom! Self-anointed “Scholarship Queen!”,4106,1001,209,40781,91454,False,,351.0
355,355,1477065440,krithikamm,"San Jose, CA",Sun Jun 02 11:10:26 +0000 2013,__inf0s3c_n00b__,125,257,2,106,89,True,,NA
356,356,113256785,mahesh_pc,"pune,india",Thu Feb 11 05:47:06 +0000 2010,proud indian,48,113,0,54,273,True,,NA
357,357,598621610,DeevineGoddess,L D N ♎️ C I T Y,Sun Jun 03 20:10:58 +0000 2012,May the space between where I am & where I want to be inspire me ✨,2288,548,2,1286,2801,False,,304.0
358,358,3545421733,MorAnand,,Sun Sep 13 04:34:00 +0000 2015,,26,9,1,250,314,False,,494.0
359,359,243429481,RoMartin6,,Thu Jan 27 01:05:55 +0000 2011,,125,651,2,683,1529,False,,NA
360,360,26307821,SouthSideChaley,"Chicago, Illinois",Tue Mar 24 19:49:54 +0000 2009,https://t.co/SOaGGCVMk7,327,1615,2,12,599,True,,2461.0
361,361,15638249,jamesmielke,"New York, NY",Mon Jul 28 21:55:30 +0000 2008,"#DJ. Creative Director @TigertronNYC making #JupiterandMars in #NYC for #PS4 & #PSVR. Past: Child of Eden, Lumines Electronic Symphony @BitSummit. #Progressive",10702,4304,526,32528,78459,True,,5692.0
362,362,1715096239,bmac74207,Texas,Sat Aug 31 08:27:21 +0000 2013,part time manager of a movie theater play ps4? my psn is bmac74207 add me,360,1777,6,10187,8375,False,,NA
363,363,772628546002964480,JustBeKauz,"Alaska, USA",Mon Sep 05 02:52:54 +0000 2016,"Someone who understands the impossibility of life and isn’t willing to waste it 🌎💫 Figure Skating is life, day job is live.",75,120,2,1538,679,True,,1383.0
364,364,89643746,weinerd,,Fri Nov 13 06:42:46 +0000 2009,,8,46,1,129,728,False,,13459.0
365,365,108429065,AmericanECoast,,Mon Jan 25 22:42:07 +0000 2010,My heart's in Charleston.,32,98,1,1648,1035,False,,NA
366,366,131757521,Catja_F,,Sun Apr 11 06:53:12 +0000 2010,I'll follow you but not over a cliff - #Resistance #FBR #ReSister #WWWResist #IntersectionalFeminist ✊🏽✊🏻✊🏿✊🏾✊🏼  #Ω #Indivisible ☮️🖖🌎🌍🌏💯 #OnwardTog,4089,4596,94,11447,37231,False,,NA
367,367,890407067751763969,MarcyGerardino,"Montevideo, Uruguay ",Thu Jul 27 03:02:42 +0000 2017,“The sky is the limit”,1075,2192,4,20501,2140,True,,NA
368,368,748630670,Lakrsfan24,"California, USA",Fri Aug 10 04:47:57 +0000 2012,🏀Lakers fan.  ☕️Coffee-Drinker 📱Tech Addict 🏈 Patriots fan.  Enjoy the Journey. Tend to Tweet more doing Lakers games.,341,425,12,22583,17814,True,,1735.5
369,369,1274716368,dark_zack1,,Sun Mar 17 11:23:58 +0000 2013,,137,415,1,1645,2690,True,,9059.0
370,370,49091628,tatzanx,"Washington,DC",Sat Jun 20 19:22:16 +0000 2009,"T.I. OS/EH/MC

Buddy Blister on SL

http://t.co/goicPANGCk

https://t.co/UD7GCF893A
http://t.co/jrSvokFto7
http://t.co/8Xd3ll1y5z",3115,5001,329,56487,335871,True,,NA
371,371,1043943832990175233,ElizardoMelissa,,Sun Sep 23 19:23:00 +0000 2018,,0,1,0,0,4,False,,NA
372,372,971136852,llmrrohitll,"Ahmadabad City, India",Mon Nov 26 01:55:34 +0000 2012,,7,32,0,8,22,True,,12557.0
373,373,356978187,SergTweetS,"Chicago, IL",Wed Aug 17 17:15:16 +0000 2011,Just me learning my extistance here in the world.. Fun easy going guy =) tweet me lol,258,745,4,1523,4466,True,,12864.0
374,374,2236908584,CharlieNewquist,,Mon Dec 09 02:59:24 +0000 2013,,42,36,0,14,1050,True,,2593.0
375,375,4623939436,powerpuffb1tch,"London, England",Sun Dec 27 17:53:18 +0000 2015,TO FREEEDOM! we love babybels,77,291,1,9806,250,False,,4651.0
376,376,49819131,gwendolynkelly,"Louisville, Ky",Tue Jun 23 00:06:36 +0000 2009,"A MultiPurposeWoman writing to share info, thoughts, ideas, and dreams about living, eating, & learning consciously.",2174,1453,58,940,10228,True,,4997.0
377,377,811080608,iammunafahmed,"Ahmadabad City, India",Sat Sep 08 14:55:49 +0000 2012,,23,390,0,343,978,True,,1834.0
378,378,890229558892539904,khaide612,"Brooklyn, NY",Wed Jul 26 15:17:21 +0000 2017,I like sports and dance and music and silence. I hate the R train.  These things change...often.,4,22,0,73,56,False,,3038.0
379,379,418397181,atMattb,Texas,Tue Nov 22 03:54:01 +0000 2011,"Ruby, JavaScript, beats, & synth patches.",978,878,32,1315,8435,True,,633.0
380,380,200332640,michellawempen,"Kansas City, KS",Sat Oct 09 01:17:51 +0000 2010,Wife | Mom | Interior Designer | Usually planning what to cook next & making our house into home,128,444,5,190,743,True,,NA
381,381,16275626,sadorno,"Charleston, SC",Sat Sep 13 20:19:49 +0000 2008,Husband and father of three incredible children. Kiteboarder. Entrepreneur.,133,287,2,536,114,True,,24687.0
382,382,30297312,HeyImAJ,Nothing's equivalent to the New York state of mind,Fri Apr 10 19:54:10 +0000 2009,"#JustDoIt
Half the shit I say, I just make it up to make you mad.",1256,776,65,8489,216816,True,,512.0
383,383,1038644829809455104,Brummerb_90,"Houston, TX",Sun Sep 09 04:26:39 +0000 2018,"Christian✝️, Husband. Avid Fisherman and Hunter. Living life to the fullest. South African🇿🇦living in the USA🇺🇸🇺🇸🇺🇸🇺🇸",25,270,0,18,273,False,,9777.0
384,384,768693159484387328,adiammm,,Thu Aug 25 06:15:05 +0000 2016,🇪🇷 ♊️ 👩🏾‍🏫 IG : adiamg,397,333,6,5803,24980,False,,2620.0
385,385,476530438,Schafer356,United States,Sat Jan 28 07:04:05 +0000 2012,,95,128,2,1491,2882,True,,NA
386,386,3991436830,shaneswartz02,"Michigan, USA",Mon Oct 19 02:34:26 +0000 2015,Drumline.                                                        Politics.,55,37,0,51,73,False,,NA
387,387,1293879990,skinvinyl,,Sun Mar 24 06:28:47 +0000 2013,the sunset sets on your eyelids.,6130,61,85,14686,216220,True,,NA
388,388,770068612308692994,lincconard,"Uden, Nederland",Mon Aug 29 01:20:39 +0000 2016,#TheResistance #FBR I follow back #FBR,4427,4927,5,36734,30532,True,,NA
389,389,525028861,hotgirlcctx,"Corpus Christi, Texas",Thu Mar 15 04:31:36 +0000 2012,Proud mommy of 4 beautiful children. 3 girls & 1 boy.,301,1204,2,265,525,True,,3899.0
390,390,2412865675,KatieHyry,"Fort Worth, TX",Wed Mar 26 16:38:19 +0000 2014,"""They're not going to play choral music at this function, which is a Real shame if you ask me.""",262,255,0,39240,1625,True,,2001.0
391,391,1596392828,jphaase78,,Mon Jul 15 17:48:49 +0000 2013,,46,208,0,120,40,False,,348.0
392,392,723588564580073472,johndleoenginc,"Bengaluru, India",Fri Apr 22 19:05:32 +0000 2016,sales@johndleo.com,10,0,1,42,40,False,,NA
393,393,4826283968,muralibhatas,India,Thu Jan 28 16:41:06 +0000 2016,,22,52,0,28,63,False,,15577.0
394,394,620568242,amberwillyness,,Thu Jun 28 02:47:38 +0000 2012,"fly high, grasshopper ✌🏼 ❤️@haney_seth❤️",150,290,1,1466,10548,True,,11467.0
395,395,308568091,Sammichnabottle,Alabama,Tue May 31 16:42:35 +0000 2011,I like beer. I dislike fools.,48,236,0,83,105,False,,NA
396,396,2755219666,0600Hours,"Menlo Park, CA",Fri Aug 29 23:01:08 +0000 2014,internet tiger | /r/furry_irl mod | osu alumn | High Quality Posts Only™ | icon and banner by @Yeouwu | 🐯💜🐺 @LibreWulf,1298,711,40,15155,2502,True,,NA
397,397,788010141627060224,Roadside_Monk,Gurgaon/Faridabad/Delhi/Noida,Mon Oct 17 13:33:53 +0000 2016,you came here for a reason and going back without clicking that follow button shows that you are not good at making decisions. join the campaign @GauGrassSeva,5374,438,71,46054,100082,True,,NA
398,398,824002272468369409,agilexing30,a bummed-out red state,Tue Jan 24 21:13:45 +0000 2017,"At 73 my expression in social media is of moot value. But clearly, resistance to the Trump presidency is a moral imperative. Tally-Ho CheetoHead! #Twistance",1498,1990,4,955,25657,True,,NA
399,399,3741429562,Liberal_Rep,"Washington, DC",Tue Sep 22 18:26:24 +0000 2015,Ex-conservative now progressive. I serve the American people. Nation comes before party. Freedom Isnt Free 🇺🇸 #FBR #Resistance #FireHannity 🔥#Ex-GOP ⚖️,4282,4999,3,53095,12874,False,,NA
400,400,974530280663887872,focus_evil,,Fri Mar 16 06:18:19 +0000 2018,"Find me here
https://t.co/a6ECwZ8Jhn",16,254,1,2494,2624,False,,NA
401,401,377469842,ChrisElmlund,Colorado,Wed Sep 21 16:40:54 +0000 2011,Purveyor of Bos taurus Ordure,1552,3279,24,721,25701,False,,523.0
402,402,4054630333,frier32,,Thu Oct 29 06:07:41 +0000 2015,,463,1234,5,2514,4516,False,,NA
403,403,136601838,prashant1272,Delhi / Mumbai ,Sat Apr 24 11:31:11 +0000 2010,Sales Head for a MNC/  Expert Cook / Runner. रायता बनाना और फैलाना दोनों ही आता है।,5,63,0,10,360,True,,NA
404,404,61356924,Irishkitsune,Fancy Pants Land USA,Thu Jul 30 01:48:58 +0000 2009,I'm a fur who lives in Michigan. I think of things and then tweet them. I also RP as a 2 inch tall fox. @Irishfox_AD,891,1647,4,20362,10461,False,,15083.0
405,405,403098167,iBoshra,الرياض,Wed Nov 02 00:58:58 +0000 2011,⚖ | ❄️ | {وتحسبُ أنّك جرمٌ صغير وفيكَ انطوى العالمُ الأكبرُ! }                                    Never be limited by other people's limited imaginations,264,307,2,116,1298,False,,NA
406,406,1913912084,lorenzomigz26,Republic of the Philippines,Sat Sep 28 11:29:07 +0000 2013,,1326,388,73,328605,202270,True,,NA
407,407,2763537970,actingbuggy,"Florida, USA",Sat Sep 06 22:39:52 +0000 2014,🎙#VoiceActor | ⚯͛➳♆🎨🎬🍕 | https://t.co/doNcUWR5x4 | #MissAbbottandtheDoctor Amota on #AmotaandNebson Ursa on #WonderWickets Anne on #Emmerholt,158,352,7,5806,653,False,,NA
408,408,1326738230,geekyNitish,Jaipur,Thu Apr 04 11:27:23 +0000 2013,@PatrikaNews @rpbreakingnews  (राजस्थान पत्रिका))Head - Digital Content Syndication,381,186,5,136,314,True,,614.0
409,409,14732256,makingwavs,"Oakland, CA",Sun May 11 08:44:36 +0000 2008,"Developer Program Manager at Oracle, focused on Diversity + Inclusion🦄✨ Also a big time nerd who mostly uses this account to talk about politics and tv.",333,119,40,1714,1015,True,,20382.0
410,410,2855190650,wife_beater__,,Tue Oct 14 05:25:20 +0000 2014,אלוהים הוא גדול ואת השבח ממלא את כדור הארץ ממלא את השמים וחיו על התהילה של שמך,9,14,0,20,2433,True,,NA
411,411,82286576,mrtoddmorgan,"Birmingham, AL",Wed Oct 14 05:43:57 +0000 2009,"Husband, Father to 2 dogs (Moon & Echo), RIP Biscuit & Dewey, Linux nerd, IT Pro, Bass player, Tuba player, Roll Tide, Go Rangers! Ithaca College grad.",103,321,5,8341,6994,True,,13326.0
412,412,394117502,ladyshauntai,,Wed Oct 19 16:03:37 +0000 2011,Beauty Advisor and UnFranchised Business Owner with Motives Cosmetics.,353,288,3,1556,684,False,,375.0
413,413,255714585,_KingOfTheHill1,NYC/NJ,Mon Feb 21 22:37:10 +0000 2011,,1371,631,41,1283,287252,True,,NA
414,414,12269842,prwood,"Salem, MA",Tue Jan 15 13:34:03 +0000 2008,,377,443,24,188,9194,True,,23035.0
415,415,381847366,BombShell51,USA-New Jersey,Thu Sep 29 01:41:11 +0000 2011,WHATEVER SKIN WE'RE IN WE ALL NEED 2B FRIENDS-PRINCE,1646,3449,18,7057,21778,False,,NA
416,416,34065444,JoePranaitis,Whiting Indiana,Tue Apr 21 22:17:23 +0000 2009,"#Author,#Film #Producer, & Co-Owner & VP of Shareef Entertainment LLC. https://t.co/JtxLGTGkty https://t.co/DHyphlxRAq",38776,43037,2481,142638,600296,True,,NA
417,417,144672461,fmidi,,Mon May 17 00:45:23 +0000 2010,,48,139,24,30,12751,False,,NA
418,418,976617419123974145,BwlOsOUP,"Tyler, TX",Thu Mar 22 00:31:52 +0000 2018,"•@m4orofficial
•Life, Liberty, Property. -John Locke
•@turningpointusa Chapter Head @UTTylerUA
•denarian
•@united sucks
•freshman @uttyler
•@bringswoopback",67,410,0,569,629,True,,NA
419,419,3870311184,TheWrittenPug,"McKinney, TX",Mon Oct 12 14:25:56 +0000 2015,,33,264,0,24,4,False,,23849.0
420,420,2910358663,veganlove4883,"Anaheim, CA",Tue Nov 25 21:24:49 +0000 2014,"Virtuous Woman of Christ, Supermom of two AMAZING Autistic kiddos, PROUD RESISTER, Liberal Democrat,Friendly Vegan, #impeach45#proudresister#lbgtqia#metoo",74,640,0,2520,526,False,,NA
421,421,23341160,ConsiderThis1,"Santa Fe, New Mexico",Sun Mar 08 19:06:55 +0000 2009,"I'm a tall old blonde taking a stand against corruption. It's a struggle. And, I'm back from Twitter Jail for having compared Israel to a school shooter.",14168,10931,512,1556,318440,True,,NA
422,422,2927297093,DvijenieMir,Russia,Wed Dec 17 17:03:27 +0000 2014,,12,62,0,1283,1250,False,,NA
423,423,330292357,tiffanyngibson,,Wed Jul 06 12:05:59 +0000 2011,,348,542,45,36056,20102,False,,23838.0
424,424,89111800,_feldy,,Wed Nov 11 05:01:30 +0000 2009,,3,17,0,2,75,True,,26223.0
425,425,2304088273,JimmyCounihan,Austin Texas,Wed Jan 22 02:48:09 +0000 2014,#utt22 Liberty Landing SGA Senator,968,315,4,10023,5573,True,,NA
426,426,90045036,ProbablyRachel,Cleveland,Sat Nov 14 23:23:34 +0000 2009,"Marcom agency pro, casual blogger & refashioner, T1 diabetes advocate, Clevelander, fur mom, @DiabetesMine tweeter, @PRSAcle board",1593,1905,92,891,11485,False,,2613.5
427,427,185465250,jamesnai99,,Wed Sep 01 01:35:12 +0000 2010,,560,1223,3,25710,42033,False,,NA
